0.000 0.000 4.339 180.000 3.437 0.8924
1.000 1.059 4.339 178.876 3.437 0.8924
2.000 2.117 4.339 177.751 3.437 0.8924
3.000 3.176 4.338 176.627 3.437 0.8925
4.000 4.234 4.338 175.503 3.438 0.8926
5.000 5.293 4.337 174.379 3.438 0.8928
6.000 6.351 4.336 173.255 3.439 0.8929
7.000 7.409 4.335 172.132 3.440 0.8931
8.000 8.467 4.334 171.009 3.441 0.8934
9.000 9.525 4.333 169.886 3.443 0.8936
10.000 10.583 4.331 168.764 3.444 0.8939
11.000 11.641 4.330 167.642 3.446 0.8942
12.000 12.698 4.328 166.521 3.448 0.8946
13.000 13.755 4.326 165.400 3.450 0.8950
14.000 14.812 4.324 164.280 3.452 0.8954
15.000 15.869 4.322 163.160 3.454 0.8958
16.000 16.925 4.319 162.041 3.456 0.8963
17.000 17.981 4.317 160.923 3.459 0.8968
18.000 19.037 4.314 159.805 3.461 0.8974
19.000 20.093 4.311 158.689 3.464 0.8979
20.000 21.148 4.308 157.573 3.467 0.8985
21.000 22.203 4.305 156.458 3.470 0.8991
22.000 23.258 4.302 155.344 3.473 0.8998
23.000 24.312 4.299 154.231 3.477 0.9005
24.000 25.365 4.295 153.119 3.480 0.9012
25.000 26.419 4.292 152.007 3.484 0.9020
26.000 27.472 4.288 150.898 3.488 0.9027
27.000 28.524 4.284 149.789 3.492 0.9035
28.000 29.576 4.280 148.681 3.496 0.9044
29.000 30.628 4.276 147.574 3.500 0.9052
30.000 31.679 4.271 146.469 3.504 0.9061
31.000 32.729 4.267 145.365 3.508 0.9070
32.000 33.779 4.262 144.262 3.513 0.9080
33.000 34.829 4.258 143.161 3.518 0.9090
34.000 35.877 4.253 142.061 3.522 0.9100
35.000 36.926 4.248 140.962 3.527 0.9110
36.000 37.973 4.243 139.865 3.532 0.9120
37.000 39.021 4.238 138.769 3.538 0.9131
38.000 40.067 4.233 137.675 3.543 0.9142
39.000 41.113 4.227 136.582 3.548 0.9154
40.000 42.158 4.222 135.491 3.554 0.9165
41.000 43.203 4.216 134.401 3.559 0.9177
42.000 44.247 4.210 133.313 3.565 0.9190
43.000 45.290 4.205 132.227 3.571 0.9202
44.000 46.332 4.199 131.142 3.577 0.9215
45.000 47.374 4.193 130.059 3.583 0.9228
46.000 48.415 4.187 128.977 3.589 0.9241
47.000 49.456 4.180 127.898 3.595 0.9254
48.000 50.495 4.174 126.820 3.601 0.9268
49.000 51.534 4.168 125.744 3.608 0.9282
50.000 52.572 4.161 124.669 3.614 0.9296
51.000 53.609 4.155 123.597 3.621 0.9311
52.000 54.646 4.148 122.526 3.627 0.9325
53.000 55.682 4.141 121.457 3.634 0.9340
54.000 56.716 4.135 120.390 3.641 0.9355
55.000 57.751 4.128 119.325 3.648 0.9371
56.000 58.784 4.121 118.262 3.655 0.9386
57.000 59.816 4.114 117.200 3.662 0.9402
58.000 60.848 4.107 116.141 3.669 0.9418
59.000 61.878 4.100 115.084 3.676 0.9434
60.000 62.908 4.092 114.028 3.683 0.9451
61.000 63.937 4.085 112.975 3.690 0.9467
62.000 64.965 4.078 111.923 3.698 0.9484
63.000 65.992 4.070 110.874 3.705 0.9501
64.000 67.018 4.063 109.826 3.713 0.9518
65.000 68.043 4.055 108.781 3.720 0.9536
66.000 69.068 4.048 107.737 3.728 0.9553
67.000 70.091 4.040 106.696 3.735 0.9571
68.000 71.113 4.033 105.656 3.743 0.9589
69.000 72.135 4.025 104.619 3.750 0.9607
70.000 73.155 4.017 103.584 3.758 0.9625
71.000 74.175 4.010 102.550 3.766 0.9644
72.000 75.194 4.002 101.519 3.774 0.9662
73.000 76.211 3.994 100.490 3.781 0.9681
74.000 77.228 3.986 99.463 3.789 0.9700
75.000 78.244 3.978 98.438 3.797 0.9719
76.000 79.258 3.970 97.415 3.805 0.9738
77.000 80.272 3.963 96.394 3.813 0.9757
78.000 81.285 3.955 95.375 3.821 0.9777
79.000 82.296 3.947 94.358 3.829 0.9796
80.000 83.307 3.939 93.344 3.837 0.9816
81.000 84.317 3.931 92.331 3.844 0.9836
82.000 85.325 3.923 91.320 3.852 0.9855
83.000 86.333 3.915 90.312 3.860 0.9875
84.000 87.340 3.907 89.306 3.868 0.9895
85.000 88.345 3.899 88.301 3.876 0.9916
86.000 89.350 3.891 87.299 3.884 0.9936
87.000 90.353 3.883 93.702 3.892 0.9956
88.000 91.356 3.875 85.300 3.900 0.9976
89.000 92.357 3.867 84.304 3.908 0.9997
90.000 93.358 3.860 83.310 3.916 1.0017
91.000 94.357 3.852 82.318 3.924 1.0038
92.000 95.356 3.844 81.327 3.932 1.0058
93.000 96.353 3.836 80.339 3.939 1.0079
94.000 97.350 3.828 79.353 3.947 1.0100
95.000 98.345 3.820 78.369 3.955 1.0120
96.000 99.339 3.813 77.386 3.963 1.0141
97.000 100.333 3.805 76.406 3.971 1.0162
98.000 101.325 3.797 75.428 3.978 1.0183
99.000 102.316 3.790 74.451 3.986 1.0203
100.000 103.307 3.782 73.477 3.994 1.0224
101.000 104.296 3.774 72.504 4.001 1.0245
102.000 105.284 3.767 71.533 4.009 1.0265
103.000 106.272 3.759 70.564 4.016 1.0286
104.000 107.258 3.752 69.597 4.024 1.0307
105.000 108.243 3.744 68.632 4.031 1.0327
106.000 109.228 3.737 67.669 4.038 1.0348
107.000 110.211 3.730 66.707 4.046 1.0368
108.000 111.193 3.722 65.748 4.053 1.0389
109.000 112.175 3.715 64.790 4.060 1.0409
110.000 113.155 3.708 63.834 4.067 1.0430
111.000 114.134 3.701 62.879 4.074 1.0450
112.000 115.113 3.694 61.927 4.081 1.0470
113.000 116.090 3.687 60.976 4.088 1.0490
114.000 117.067 3.680 60.027 4.095 1.0510
115.000 118.043 3.673 59.079 4.102 1.0530
116.000 119.017 3.666 58.133 4.109 1.0549
117.000 119.991 3.660 57.189 4.116 1.0569
118.000 120.964 3.653 56.246 4.122 1.0589
119.000 121.936 3.647 55.305 4.129 1.0608
120.000 122.907 3.640 54.366 4.135 1.0627
121.000 123.878 3.634 53.428 4.142 1.0646
122.000 124.847 3.627 52.492 4.148 1.0665
123.000 125.815 3.621 51.557 4.154 1.0684
124.000 126.783 3.615 50.624 4.160 1.0702
125.000 127.750 3.609 49.692 4.167 1.0721
126.000 128.716 3.603 48.762 4.173 1.0739
127.000 129.681 3.597 47.833 4.178 1.0757
128.000 130.645 3.591 46.905 4.184 1.0775
129.000 131.609 3.585 45.979 4.190 1.0792
130.000 132.571 3.580 45.054 4.196 1.0809
131.000 133.533 3.574 44.131 4.201 1.0827
132.000 134.494 3.569 43.209 4.207 1.0844
133.000 135.455 3.563 42.288 4.212 1.0860
134.000 136.414 3.558 41.368 4.217 1.0877
135.000 137.373 3.553 40.450 4.222 1.0893
136.000 138.332 3.548 39.533 4.228 1.0909
137.000 139.289 3.543 38.617 4.233 1.0925
138.000 140.246 3.538 37.703 4.237 1.0940
139.000 141.202 3.533 36.789 4.242 1.0955
140.000 142.157 3.529 35.877 4.247 1.0970
141.000 143.112 3.524 34.965 4.251 1.0985
142.000 144.066 3.520 34.055 4.256 1.0999
143.000 145.020 3.515 33.146 4.260 1.1013
144.000 145.973 3.511 32.238 4.265 1.1027
145.000 146.925 3.507 31.331 4.269 1.1040
146.000 147.877 3.503 30.425 4.273 1.1053
147.000 148.828 3.499 29.519 4.277 1.1066
148.000 149.778 3.495 28.615 4.281 1.1078
149.000 150.728 3.491 27.712 4.284 1.1091
150.000 151.678 3.488 26.809 4.288 1.1102
151.000 152.627 3.484 25.908 4.291 1.1114
152.000 153.575 3.481 25.007 4.295 1.1125
153.000 154.523 3.477 24.107 4.298 1.1136
154.000 155.471 3.474 23.207 4.301 1.1146
155.000 156.418 3.471 22.309 4.304 1.1156
156.000 157.365 3.468 21.411 4.307 1.1166
157.000 158.311 3.465 20.513 4.310 1.1175
158.000 159.257 3.463 19.617 4.313 1.1184
159.000 160.203 3.460 18.721 4.315 1.1193
160.000 161.148 3.458 17.826 4.318 1.1201
161.000 162.092 3.455 16.931 4.320 1.1209
162.000 163.037 3.453 16.037 4.322 1.1216
163.000 163.981 3.451 15.143 4.325 1.1224
164.000 164.925 3.449 14.250 4.326 1.1230
165.000 165.868 3.447 13.357 4.328 1.1237
166.000 166.812 3.445 12.464 4.330 1.1242
167.000 167.755 3.444 11.572 4.332 1.1248
168.000 168.698 3.442 10.681 4.333 1.1253
169.000 169.640 3.441 9.789 4.335 1.1258
170.000 170.583 3.439 8.899 4.336 1.1262
171.000 171.525 3.438 8.008 4.337 1.1266
