0.000 0.000 5.552 180.000 4.323 0.8851
1.000 1.063 5.552 178.866 4.323 0.8851
2.000 2.126 5.552 177.732 4.323 0.8852
3.000 3.189 5.551 176.598 4.324 0.8853
4.000 4.251 5.551 175.464 4.325 0.8854
5.000 5.314 5.550 174.330 4.326 0.8855
6.000 6.377 5.549 173.197 4.327 0.8857
7.000 7.439 5.547 172.064 4.328 0.8859
8.000 8.502 5.546 170.931 4.330 0.8862
9.000 9.564 5.544 169.799 4.332 0.8865
10.000 10.626 5.542 168.667 4.334 0.8868
11.000 11.688 5.540 167.535 4.336 0.8871
12.000 12.749 5.537 166.405 4.338 0.8875
13.000 13.811 5.535 165.274 4.341 0.8879
14.000 14.872 5.532 164.145 4.344 0.8883
15.000 15.933 5.529 163.016 4.347 0.8888
16.000 16.994 5.525 161.888 4.350 0.8893
17.000 18.054 5.522 160.760 4.353 0.8899
18.000 19.114 5.518 159.633 4.357 0.8904
19.000 20.174 5.515 158.508 4.361 0.8910
20.000 21.233 5.511 157.383 4.365 0.8917
21.000 22.292 5.506 156.259 4.369 0.8923
22.000 23.350 5.502 155.136 4.374 0.8930
23.000 24.408 5.497 154.014 4.378 0.8938
24.000 25.466 5.493 152.894 4.383 0.8945
25.000 26.523 5.488 151.774 4.388 0.8953
26.000 27.580 5.482 150.656 4.393 0.8961
27.000 28.637 5.477 149.539 4.398 0.8970
28.000 29.692 5.471 148.423 4.404 0.8979
29.000 30.748 5.466 147.308 4.410 0.8988
30.000 31.802 5.460 146.195 4.416 0.8997
31.000 32.857 5.454 145.083 4.422 0.9007
32.000 33.910 5.448 143.972 4.428 0.9017
33.000 34.963 5.441 142.863 4.434 0.9028
34.000 36.016 5.435 141.756 4.441 0.9038
35.000 37.068 5.428 140.650 4.448 0.9049
36.000 38.119 5.421 139.545 4.455 0.9061
37.000 39.170 5.414 138.442 4.462 0.9072
38.000 40.219 5.407 137.341 4.469 0.9084
39.000 41.269 5.399 136.241 4.476 0.9096
40.000 42.317 5.392 135.143 4.484 0.9109
41.000 43.365 5.384 134.047 4.491 0.9121
42.000 44.412 5.376 132.952 4.499 0.9134
43.000 45.459 5.368 131.860 4.507 0.9148
44.000 46.504 5.360 130.769 4.515 0.9161
45.000 47.549 5.352 129.679 4.523 0.9175
46.000 48.593 5.344 128.592 4.532 0.9189
47.000 49.637 5.335 127.507 4.540 0.9203
48.000 50.679 5.326 126.423 4.549 0.9218
49.000 51.721 5.318 125.342 4.558 0.9233
50.000 52.762 5.309 124.262 4.567 0.9248
51.000 53.802 5.300 123.184 4.576 0.9263
52.000 54.841 5.291 122.109 4.585 0.9279
53.000 55.879 5.282 121.035 4.594 0.9295
54.000 56.917 5.272 119.963 4.603 0.9311
55.000 57.953 5.263 118.893 4.612 0.9327
56.000 58.989 5.253 117.826 4.622 0.9344
57.000 60.024 5.244 116.760 4.632 0.9361
58.000 61.058 5.234 115.697 4.641 0.9378
59.000 62.091 5.224 114.636 4.651 0.9395
60.000 63.122 5.215 113.576 4.661 0.9413
61.000 64.153 5.205 112.519 4.671 0.9431
62.000 65.184 5.195 111.464 4.681 0.9449
63.000 66.213 5.184 110.412 4.691 0.9467
64.000 67.241 5.174 109.361 4.701 0.9485
65.000 68.268 5.164 108.313 4.711 0.9504
66.000 69.294 5.154 107.266 4.722 0.9522
