0.000 0.000 2.579 180.000 2.096 0.9034
1.000 1.052 2.579 178.890 2.096 0.9034
2.000 2.104 2.579 177.780 2.096 0.9034
3.000 3.156 2.579 176.670 2.096 0.9035
4.000 4.208 2.579 175.561 2.097 0.9036
5.000 5.260 2.578 174.451 2.097 0.9037
6.000 6.312 2.578 173.342 2.098 0.9039
7.000 7.364 2.577 172.233 2.098 0.9040
8.000 8.416 2.577 171.124 2.099 0.9043
9.000 9.467 2.576 170.015 2.099 0.9045
10.000 10.519 2.575 168.907 2.100 0.9048
11.000 11.570 2.574 167.800 2.101 0.9050
12.000 12.621 2.574 166.692 2.102 0.9054
13.000 13.672 2.573 165.585 2.103 0.9057
14.000 14.723 2.571 164.479 2.104 0.9061
15.000 15.773 2.570 163.373 2.105 0.9065
16.000 16.823 2.569 162.268 2.106 0.9069
17.000 17.873 2.568 161.163 2.108 0.9074
18.000 18.923 2.566 160.059 2.109 0.9079
19.000 19.972 2.565 158.956 2.111 0.9084
20.000 21.022 2.563 157.854 2.112 0.9089
21.000 22.070 2.562 156.752 2.114 0.9095
22.000 23.119 2.560 155.651 2.116 0.9101
23.000 24.167 2.558 154.551 2.117 0.9107
24.000 25.215 2.556 153.451 2.119 0.9113
25.000 26.262 2.554 152.353 2.121 0.9120
26.000 27.309 2.552 151.256 2.123 0.9127
27.000 28.356 2.550 150.159 2.125 0.9134
28.000 29.402 2.548 149.064 2.127 0.9142
29.000 30.448 2.546 147.969 2.130 0.9150
30.000 31.494 2.544 146.876 2.132 0.9158
31.000 32.538 2.541 145.784 2.134 0.9166
32.000 33.583 2.539 144.692 2.137 0.9174
33.000 34.627 2.536 143.602 2.139 0.9183
34.000 35.670 2.534 142.514 2.142 0.9192
35.000 36.713 2.531 141.426 2.144 0.9202
36.000 37.756 2.529 140.340 2.147 0.9211
37.000 38.798 2.526 139.254 2.150 0.9221
38.000 39.839 2.523 138.171 2.152 0.9231
39.000 40.880 2.520 137.088 2.155 0.9241
40.000 41.920 2.517 136.007 2.158 0.9252
41.000 42.960 2.514 134.927 2.161 0.9262
42.000 43.999 2.511 133.849 2.164 0.9273
43.000 45.037 2.508 132.772 2.167 0.9284
44.000 46.075 2.505 131.696 2.170 0.9296
45.000 47.112 2.502 130.622 2.174 0.9308
46.000 48.149 2.499 129.550 2.177 0.9319
47.000 49.185 2.495 128.479 2.180 0.9332
48.000 50.220 2.492 127.409 2.183 0.9344
49.000 51.255 2.489 126.341 2.187 0.9356
50.000 52.289 2.485 125.275 2.190 0.9369
51.000 53.322 2.482 124.210 2.194 0.9382
52.000 54.354 2.478 123.147 2.197 0.9395
53.000 55.386 2.475 122.085 2.201 0.9409
